Symbol,Name,Last,Change,%Chg,"Options Vol.","% Call Options","% Put Options",Time
NTRI,"Nutrisystem Inc",36,-0.049999999999997,-0.14%,1810,14.1%,85.9%,"11:29 ET"
BLK,Blackrock,471.64,-2.11,-0.45%,1808,33.0%,67.0%,"11:35 ET"
ALB,"Albemarle Corp",97.97,0.58,+0.60%,1804,74.2%,25.8%,"11:35 ET"
AFL,"Aflac Incorporated",46.7,-0.07,-0.15%,1792,26.0%,74.0%,"11:36 ET"
TMO,"Thermo Fisher Scientific Inc",236.48,-0.71000000000001,-0.30%,1785,27.2%,72.8%,"11:36 ET"
GLPI,"Gaming & Leisure",34.57,-0.18,-0.52%,1772,97.2%,2.8%,"11:35 ET"
RTN,"Raytheon Company",198.8,-0.38,-0.19%,1771,20.9%,79.1%,"11:36 ET"
SWIR,"Sierra Wireless In",20.5,0.7,+3.54%,1769,50.7%,49.3%,"11:33 ET"
SKX,"Skechers U.S.A.",28.49,-0.29,-1.01%,1769,66.5%,33.5%,"11:34 ET"
NLY,"Annaly Capital Management Inc",10.52,0.0099999999999998,+0.10%,1765,56.7%,43.3%,"11:36 ET"
CDE,"Coeur Mining Inc",5.36,-0.16,-2.90%,1761,47.7%,52.3%,"11:36 ET"
AZO,Autozone,768.18,3.1999999999999,+0.42%,1759,56.7%,43.3%,"11:31 ET"
DXCM,Dexcom,147.42,2.27,+1.56%,1756,72.3%,27.7%,"11:30 ET"
EPD,"Enterprise Products Partners LP",28.98,0.16,+0.56%,1736,63.0%,37.0%,"11:35 ET"
MPLX,"Mplx LP",36.62,0.54,+1.50%,1731,92.5%,7.5%,"11:36 ET"
THO,"Thor Industries",95.5,-2.28,-2.33%,1727,53.0%,47.0%,"11:35 ET"
EMES,"Emerge Energy Services LP",4.69,0.08,+1.74%,1727,52.6%,47.4%,"11:36 ET"
SEDG,"Solaredge Tech",42.65,0.4,+0.95%,1723,42.6%,57.4%,"11:35 ET"
UNIT,"Uniti Group Inc",19.51,0.11,+0.57%,1722,39.9%,60.1%,"11:36 ET"
BEL,"Belmond Ltd",16.67,-0.13,-0.77%,1718,98.8%,1.2%,"11:21 ET"
YUMC,"Yum China Holdings Inc",31.97,-4.89,-13.27%,1718,38.8%,61.2%,"11:36 ET"
MOS,"Mosaic Company",30.86,0.56,+1.85%,1717,66.8%,33.2%,"11:36 ET"
CCJ,"Cameco Corp",9.47,0.050000000000001,+0.53%,1715,65.1%,34.9%,"11:36 ET"
NAV,"Navistar International Corp",38.68,-0.54,-1.38%,1708,71.9%,28.1%,"11:33 ET"
CTXS,"Citrix Systems Inc",111.13,0.33999999999999,+0.31%,1706,41.1%,58.9%,"11:36 ET"
WUBA,"58.Com Inc",67.2,-0.89999999999999,-1.32%,1687,21.1%,78.9%,"11:36 ET"
CXW,"Corecivic Inc",24.73,0.039999999999999,+0.16%,1685,4.9%,95.1%,"11:36 ET"
SJM,"J.M. Smucker Company",109.14,-1.03,-0.93%,1679,26.1%,73.9%,"11:36 ET"
ALK,"Alaska Air Group",68.66,0.50999999999999,+0.75%,1666,70.3%,29.7%,"11:36 ET"
FCAU,"Fiat Chrysler Automobiles N.V.",16.74,-0.15,-0.89%,1654,51.6%,48.4%,"11:36 ET"
WHR,"Whirlpool Corp",125.89,-0.56,-0.44%,1653,58.5%,41.5%,"11:35 ET"
GOOS,"Canada Goose Holdings Inc Subordinate Voting Sh",58.99,1.3,+2.25%,1652,70.3%,29.7%,"11:34 ET"
AXDX,"Accelerate Diagnosti",21.6,-0.099999999999998,-0.46%,1645,40.4%,59.6%,"11:23 ET"
VNOM,"Viper Energy LP",39.32,0.75,+1.94%,1644,61.4%,38.6%,"11:28 ET"
SNA,"Snap-On Inc",183.97,0.22,+0.12%,1640,83.8%,16.2%,"11:35 ET"
BTE,"Baytex Energy Corp",2.67,0.02,+0.75%,1639,73.0%,27.0%,"11:32 ET"
DVA,"Davita Healthcare Partners Inc",66.24,-1.15,-1.71%,1632,51.4%,48.6%,"11:36 ET"
KBH,"KB Home",24.92,0.19,+0.77%,1630,47.7%,52.3%,"11:36 ET"
IMGN,"Immunogen Inc",9.4,-0.07,-0.74%,1621,32.0%,68.0%,"11:33 ET"
SAIC,"Science Applications Internatio",79.97,-1.68,-2.06%,1621,57.3%,42.7%,"11:36 ET"
ITCI,"Intra-Cellular Ther",21.62,0.080000000000002,+0.37%,1618,5.9%,94.1%,"11:26 ET"
TSRO,"Tesaro Inc",35.13,-1.34,-3.67%,1617,73.1%,26.9%,"11:34 ET"
EXC,"Exelon Corp",44.28,-0.34,-0.76%,1595,94.1%,5.9%,"11:36 ET"
AEL,"American Equity Investment Life",35.76,-0.26000000000001,-0.72%,1590,5.7%,94.3%,"11:31 ET"
XRX,"Xerox Corp",27.04,-0.039999999999999,-0.15%,1588,88.3%,11.7%,"11:36 ET"
GLNG,"Golar Lng Ltd",25.91,0.48,+1.89%,1585,66.6%,33.4%,"11:34 ET"
ITW,"Illinois Tool Works Inc",141.49,-0.95999999999998,-0.67%,1584,53.9%,46.1%,"11:36 ET"
SNY,"Sanofi-Aventis S.A.",42.45,-0.19,-0.45%,1562,99.7%,0.3%,"11:36 ET"
CBL,"Cbl & Associates Properties",4.32,-0.06,-1.37%,1559,46.1%,53.9%,"11:32 ET"
TELL,"Tellurian Inc New",8.23,0.12,+1.48%,1558,86.6%,13.4%,"11:36 ET"
VC,"Visteon Corp",103.91,-2.1,-1.98%,1552,94.1%,5.9%,"11:29 ET"
CBOE,"CBOE Global Markets Inc",104.18,0.77000000000001,+0.74%,1551,67.6%,32.4%,"11:35 ET"
CC,"Chemours Company",41.02,-3.53,-7.92%,1540,67.0%,33.0%,"11:36 ET"
INTU,"Intuit Inc",224.53,-0.19,-0.08%,1524,74.9%,25.1%,"11:36 ET"
VRSN,"Verisign Inc",161.37,-0.19,-0.12%,1521,39.5%,60.5%,"11:36 ET"
AN,"Autonation Inc",43.86,-0.33,-0.75%,1519,56.3%,43.7%,"11:34 ET"
IVZ,"Invesco Plc",24.16,-0.19,-0.78%,1514,83.4%,16.6%,"11:35 ET"
AEO,"American Eagle Outfitters",24.98,-0.21,-0.83%,1508,63.3%,36.7%,"11:36 ET"
CAR,"Avis Budget Group I",32.05,-0.38,-1.17%,1500,75.7%,24.3%,"11:35 ET"
ZGNX,"Zogenix Inc",48.75,1.1,+2.31%,1499,69.0%,31.0%,"11:32 ET"
URBN,"Urban Outfitters Inc",45.04,1.08,+2.46%,1496,62.8%,37.2%,"11:36 ET"
AMGN,"Amgen Inc.",202.23,-0.27000000000001,-0.13%,1495,58.7%,41.3%,"11:36 ET"
IQ,"Iqiyi Inc. ADR",26.53,-0.41,-1.52%,1495,64.1%,35.9%,"11:36 ET"
TROW,"T Rowe Price Group",109.87,0.39,+0.36%,1490,30.8%,69.2%,"11:35 ET"
IPI,"Intrepid Potash Inc",3.35,-0.01,-0.44%,1478,99.9%,0.1%,"11:23 ET"
ICPT,"Intercept Pharmaceut",114.51,0.30000000000001,+0.26%,1477,57.8%,42.2%,"11:36 ET"
ACAD,"Acadia Pharmaceutica",13.43,-0.52,-3.73%,1472,58.8%,41.2%,"11:36 ET"
WWE,"World Wrestling Entertainment",86.67,-0.97,-1.11%,1470,39.9%,60.1%,"11:34 ET"
LCI,"Lannett Co Inc",5.6,-0.050000000000001,-0.88%,1465,22.9%,77.1%,"11:20 ET"
DATA,"Tableau Software Inc Class A",114.3,1.79,+1.59%,1465,73.4%,26.6%,"11:35 ET"
ASML,"Asml Hldg NY Reg",182.83,-2.84,-1.53%,1452,34.0%,66.0%,"11:35 ET"
CRTO,"Criteo S.A. Ads",22.82,-0.15,-0.65%,1452,41.8%,58.2%,"11:28 ET"
TROX,"Tronox Inc",14.38,-0.82,-5.39%,1449,79.8%,20.2%,"11:36 ET"
EFX,"Equifax Inc",134.2,-0.36000000000001,-0.27%,1448,58.4%,41.6%,"11:31 ET"
CDMO,"Avid Bioservices Inc.",7.29,0.12,+1.67%,1448,89.5%,10.5%,"11:36 ET"
SAGE,"Sage Therapeutic Com",153.89,0.32999999999998,+0.21%,1447,45.9%,54.1%,"11:33 ET"
ARRY,"Array Biopharma Inc",14.22,-0.18,-1.25%,1443,86.1%,13.9%,"11:35 ET"
MLM,"Martin Marietta Materials",191.47,0.93000000000001,+0.49%,1438,40.1%,59.9%,"11:36 ET"
AVP,"Avon Products",1.92,-0.02,-1.03%,1426,82.0%,18.0%,"11:36 ET"
VEEV,"Veeva Systems Inc",103.98,1.52,+1.48%,1420,51.5%,48.5%,"11:36 ET"
ESND,"Essendant Inc",12.71,-0.12,-0.94%,1407,5.5%,94.5%,"11:32 ET"
APO,"Apollo Global Management Llc C",33.83,-0.020000000000003,-0.06%,1402,89.6%,10.4%,"11:35 ET"
CHTR,"Charter Communicatio",312.05,1.78,+0.57%,1396,53.2%,46.8%,"11:36 ET"
ZIOP,"Ziopharm Oncology In",2.73,0.03,+1.11%,1383,98.4%,1.6%,"11:26 ET"
KEM,"Kemet Corp",20.55,-0.84,-3.93%,1382,44.1%,55.9%,"11:35 ET"
EAT,"Brinker International",46.32,0.32,+0.70%,1376,82.2%,17.8%,"11:36 ET"
EXEL,"Exelixis Inc",17.06,-1.74,-9.26%,1373,80.8%,19.2%,"11:36 ET"
TJX,"TJX Companies",110.39,-0.42,-0.38%,1364,66.2%,33.8%,"11:36 ET"
AMT,"American Tower Corp",147.1,-0.23000000000002,-0.16%,1359,60.1%,39.9%,"11:36 ET"
SWK,"Stanley Black & Decker Inc",141.95,-0.39000000000001,-0.27%,1358,62.0%,38.0%,"11:29 ET"
MAR,"Marriot Int Class A",127.43,-0.25,-0.20%,1355,45.4%,54.6%,"11:36 ET"
CRUS,"Cirrus Logic Inc",41.2,-1.07,-2.53%,1351,59.1%,40.9%,"11:34 ET"
XLNX,"Xilinx Inc",76.66,-0.28,-0.36%,1348,62.7%,37.3%,"11:34 ET"
THS,"Treehouse Foods",53.34,-0.93,-1.71%,1346,94.2%,5.8%,"11:35 ET"
CRK,"Comstock Resources",7.82,0.4,+5.39%,1345,40.9%,59.1%,"11:34 ET"
UN,"Unilever Nv",56.26,0.33,+0.59%,1342,54.5%,45.5%,"11:36 ET"
PG,"Procter & Gamble Company",82.21,-0.17,-0.21%,1325,39.2%,60.8%,"11:36 ET"
M,"Macy's Inc",36.07,0.090000000000003,+0.25%,1323,86.3%,13.7%,"11:36 ET"
SPHS,"Sophiris Bio",2.75,-0.12,-4.18%,1305,12.6%,87.4%,"11:25 ET"
TXMD,"Therapeuticsmd Inc",6.11,-0.14,-2.24%,1304,67.8%,32.2%,"11:36 ET"
TSCO,"Tractor Supply Co",91.15,1.21,+1.35%,1302,51.2%,48.8%,"11:36 ET"
ECL,"Ecolab Inc",154.43,0.59,+0.38%,1302,67.5%,32.5%,"11:31 ET"
EL,"Estee Lauder Companies",136.63,-1.92,-1.39%,1295,72.2%,27.8%,"11:36 ET"
VHC,"Virnetx Holding Corp",3.42,-0.03,-0.72%,1291,66.9%,33.1%,"11:19 ET"
WETF,"Wisdomtree Invstmnts",7.9,-0.069999999999999,-0.88%,1287,89.3%,10.7%,"11:36 ET"
INCY,"Incyte Corp",67.18,-1.22,-1.78%,1284,65.9%,34.1%,"11:36 ET"
CHEF,"The Chefs Warehouse",32.25,0.25,+0.78%,1284,99.8%,0.2%,"11:26 ET"
AXL,"American Axle & Manufacturing",18.16,0.010000000000002,+0.06%,1283,92.3%,7.7%,"11:34 ET"
GG,"Goldcorp Inc",10.09,0.02,+0.20%,1271,62.7%,37.3%,"11:36 ET"
FOSL,"Fossil Group",24.2,0.31,+1.30%,1269,59.2%,40.8%,"11:34 ET"
KO,"Coca-Cola Company",46.08,0.019999999999996,+0.04%,1258,55.3%,44.7%,"11:36 ET"
ZN,"Zion Oil & Gas Inc",1.24,-0.08,-6.06%,1254,51.8%,48.2%,"11:32 ET"
KORS,"Michael Kors Holdings Ltd",73.73,0.37,+0.50%,1245,63.0%,37.0%,"11:36 ET"
KGC,"Kinross Gold Corp",2.72,-0.02,-0.73%,1241,69.9%,30.1%,"11:36 ET"
KMB,"Kimberly-Clark Corp",115.45,-0.25,-0.22%,1236,65.0%,35.0%,"11:36 ET"
JBT,"John Bean Technologies Corp",117.6,-1.8,-1.51%,1236,94.7%,5.3%,"11:36 ET"
PFE,"Pfizer Inc",42.23,0.16999999999999,+0.40%,1234,94.0%,6.0%,"11:35 ET"
CALM,"Cal-Maine Foods In",50.45,-0.049999999999997,-0.10%,1230,69.7%,30.3%,"11:35 ET"
CHL,"China Mobile [Hong Kong] Ltd",48.48,0.29,+0.60%,1224,80.8%,19.2%,"11:34 ET"
CS,"Credit Suisse Group",14.86,0.02,+0.13%,1223,50.9%,49.1%,"11:29 ET"
SIX,"Six Flags Entertainment Corp",69.43,-1.19,-1.69%,1221,84.7%,15.3%,"11:35 ET"
USAT,"USA Technologies Inc",10.25,-5.05,-33.01%,1217,83.0%,17.0%,"11:36 ET"
BEN,"Franklin Resources",31.23,-0.02,-0.06%,1209,46.4%,53.6%,"11:36 ET"
AL,"Air Lease Corporation Class A C",45.2,-0.099999999999994,-0.22%,1209,88.5%,11.5%,"11:31 ET"
LFC,"China Life Insurance Company Ltd",10.58,-0.06,-0.56%,1197,19.0%,81.0%,"11:33 ET"
EPC,"Edgewell Personal Care",50.39,-0.48,-0.94%,1197,85.6%,14.4%,"11:33 ET"
TEAM,"Atlassian Cls A Ord",90,2.04,+2.32%,1197,65.5%,34.5%,"11:35 ET"
MNK,"Mallinckrodt Plc Ordinary Share",31.82,-1.18,-3.58%,1190,69.3%,30.7%,"11:36 ET"
DY,"Dycom Industries",82.4,-0.58999999999999,-0.71%,1189,92.8%,7.2%,"11:33 ET"
ALRM,Alarm.Com,56.88,-0.07,-0.12%,1185,57.0%,43.0%,"11:35 ET"
SIG,"Signet Jewelers Ltd",64.92,0.33,+0.51%,1179,42.5%,57.5%,"11:35 ET"
SGYP,"Synergy Pharma",1.68,0,0.00%,1176,92.1%,7.9%,"11:27 ET"
MED,"Medifast Inc",248.4,6.22,+2.57%,1171,19.9%,80.1%,"11:34 ET"
SYY,"Sysco Corp",75.1,0.059999999999988,+0.08%,1163,49.7%,50.3%,"11:36 ET"
BCO,"Brink's Company",71.35,-0.80000000000001,-1.11%,1159,87.2%,12.8%,"11:35 ET"
TOL,"Toll Brothers Inc",36.56,0.27,+0.74%,1156,53.3%,46.7%,"11:36 ET"
WM,"Waste Management",92.43,0.49000000000001,+0.53%,1155,54.7%,45.3%,"11:36 ET"
P,"Pandora Media Inc",9.31,-0.02,-0.21%,1154,97.6%,2.4%,"11:36 ET"
ERI,"Eldorado Resorts",46,0.049999999999997,+0.11%,1149,7.9%,92.1%,"11:31 ET"
IRM,"Iron Mountain Inc",35.47,-0.45,-1.25%,1145,83.4%,16.6%,"11:36 ET"
DHR,"Danaher Corp",104.96,-0.17,-0.16%,1139,61.5%,38.5%,"11:36 ET"
WSM,Williams-Sonoma,69.57,0.11999999999999,+0.17%,1128,50.2%,49.8%,"11:35 ET"
BPI,"Bridgepoint Education",10.71,-0.039999999999999,-0.37%,1126,95.5%,4.5%,"11:34 ET"
SSNC,"SS&C Technologies",55.37,0.43,+0.78%,1109,71.8%,28.2%,"11:36 ET"
NVS,"Novartis Ag",83.86,1.33,+1.61%,1109,76.4%,23.6%,"11:36 ET"
ZNGA,"Zynga Inc Cl A",3.96,-0.04,-1.00%,1107,40.9%,59.1%,"11:36 ET"
ACRX,"Acelrx Pharmaceutica",3.25,0,0.00%,1107,61.7%,38.3%,"11:25 ET"
AAXN,"Axon Inc",72.9,1.02,+1.42%,1089,71.0%,29.0%,"11:34 ET"
GWPH,"Gw Pharma ADR",140.31,-0.59999999999999,-0.43%,1085,34.2%,65.8%,"11:36 ET"
CGNX,"Cognex Cp",54.24,-0.079999999999998,-0.15%,1076,84.1%,15.9%,"11:36 ET"
CQP,"Cheniere Energy Partners LP",38.74,-0.1,-0.26%,1075,2.9%,97.1%,"11:30 ET"
CBRL,"Cracker Barrel",154.15,0.40000000000001,+0.26%,1072,27.1%,72.9%,"11:35 ET"
EGO,"Eldorado Gold Corp",0.83,-0.02,-2.35%,1071,37.8%,62.2%,"11:34 ET"
GOLD,"Randgold Res Ltd",60.57,-0.63,-1.03%,1062,56.9%,43.1%,"11:36 ET"
TPR,"Tapestry Inc",50.02,0.27,+0.54%,1059,66.7%,33.3%,"11:36 ET"
LSTR,"Landstar System",127.85,0.39999999999999,+0.31%,1054,84.3%,15.7%,"11:31 ET"
AAWW,"Atlas Air Ww",62.9,-0.6,-0.94%,1054,49.5%,50.5%,"11:34 ET"
CARG,"Cargurus Inc Class A",51.4,1.66,+3.34%,1053,93.5%,6.5%,"11:36 ET"
ABC,"Amerisourcebergen Corp",85.42,-2.91,-3.29%,1051,22.1%,77.9%,"11:35 ET"
HSBC,"HSBC Holdings Plc",42.79,-0.12,-0.28%,1051,58.5%,41.5%,"11:35 ET"
VGR,"Vector Group Ltd",15.59,-0.09,-0.57%,1028,10.3%,89.7%,"11:36 ET"
CTMX,"Cytomx Thera",19.95,-0.1,-0.50%,1024,1.0%,99.0%,"11:33 ET"
CWST,"Casella Waste Sys",32.93,-0.57,-1.70%,1023,98.3%,1.7%,"11:34 ET"
HAL,"Halliburton Company",36.53,-0.16,-0.44%,1022,57.9%,42.1%,"11:36 ET"
AXTA,"Axalta Coating Systems Ltd",29.27,0.13,+0.45%,1022,89.4%,10.6%,"11:36 ET"
EBIX,"Ebix Inc",79.15,-0.3,-0.38%,1020,27.1%,72.9%,"11:23 ET"
DRI,"Darden Restaurants",119.78,1.1,+0.93%,1018,60.2%,39.8%,"11:36 ET"
MTCH,"Match Group Inc CS",54.34,1.06,+1.99%,1017,91.5%,8.5%,"11:35 ET"
HUN,"Huntsman Corp",28.53,-0.37,-1.28%,1011,97.6%,2.4%,"11:36 ET"
ED,"Consolidated Edison Company of New York",80.61,0.069999999999993,+0.09%,1007,40.5%,59.5%,"11:36 ET"
GERN,"Geron Corp",6.05,-0.25,-3.97%,1006,69.2%,30.8%,"11:36 ET"
LYV,"Live Nation Entertainment",50.66,0.37,+0.74%,1005,26.3%,73.7%,"11:29 ET"
PLUG,"Plug Power Inc",1.74,-0.09,-4.92%,995,84.8%,15.2%,"11:36 ET"
TRUP,"Trupanion Inc",34.68,0.26,+0.76%,994,21.9%,78.1%,"11:33 ET"
NWSA,"News Cp Cl A Cmn ST",12.48,-0.14,-1.11%,987,100.0%,0.0%,"11:32 ET"
KR,"Kroger Company",31.76,0.010000000000002,+0.03%,985,25.6%,74.4%,"11:36 ET"
KNDI,"Kandi Techs Grp",3.83,-0.13,-3.16%,983,42.8%,57.2%,"11:17 ET"
ALDX,"Aldeyra Therapeu",8.05,-0.15,-1.83%,983,98.9%,1.1%,"11:11 ET"
NBL,"Noble Energy Inc",29.22,0.34,+1.18%,979,71.0%,29.0%,"11:36 ET"
AFMD,"Affimed N.V.",5.05,0.25,+5.21%,969,89.3%,10.7%,"11:29 ET"
JWN,Nordstrom,65.95,0.46000000000001,+0.70%,965,52.3%,47.7%,"11:36 ET"
WIFI,"Boingo Wireless Inc",33.59,0.22000000000001,+0.66%,960,95.0%,5.0%,"11:36 ET"
RMTI,"Rockwell Medical In",4.3,-0.13,-2.93%,957,83.5%,16.5%,"11:23 ET"
TXRH,"Texas Roadhouse Inc",73.89,0.36,+0.49%,953,16.4%,83.6%,"11:32 ET"
TK,"Teekay Shipping Corp",6.46,0.17,+2.70%,947,60.4%,39.6%,"11:29 ET"
CHU,"China Unicom [Hong Kong] Ltd",11.75,-0.050000000000001,-0.42%,945,86.9%,13.1%,"11:30 ET"
JBL,"Jabil Circuit",29.06,-0.4,-1.36%,944,49.4%,50.6%,"11:35 ET"
GPOR,"Gulfport Energy Corp",10.16,-0.07,-0.68%,941,85.8%,14.2%,"11:36 ET"
DISCA,"Discovery Comm A",28.6,0.3,+1.06%,940,43.3%,56.7%,"11:36 ET"
QRTEA,"Qurate Retail Group",20.82,-0.28,-1.33%,939,95.5%,4.5%,"11:33 ET"
ZTO,"Zto Express [Cayman] Inc",17.19,-0.31,-1.77%,931,44.9%,55.1%,"11:31 ET"
RHT,"Red Hat Inc",152.1,2.33,+1.56%,923,82.2%,17.8%,"11:36 ET"
MOV,"Movado Group Inc",44.8,-0.5,-1.10%,916,39.2%,60.8%,"11:23 ET"
NYT,"New York Times Company",21.9,-0.1,-0.45%,915,15.4%,84.6%,"11:25 ET"
SHAK,"Shake Shack Inc",58.21,-0.34,-0.58%,913,49.9%,50.1%,"11:34 ET"
TDOC,"Teladoc Health Inc.",77.8,0.64999999999999,+0.84%,913,66.6%,33.4%,"11:36 ET"
MBI,"MBIA Inc",10.51,-0.07,-0.66%,910,98.1%,1.9%,"11:34 ET"
CEO,"Cnooc Ltd",178.77,5.89,+3.41%,903,38.5%,61.5%,"11:31 ET"
ZUMZ,"Zumiez Inc",29.05,-0.35,-1.19%,899,23.0%,77.0%,"11:36 ET"
CYBR,"Cyberark Soft Ord",76.79,0.29000000000001,+0.38%,897,80.9%,19.1%,"11:28 ET"
DIN,"Dineequity Inc",85.22,1.23,+1.46%,895,30.7%,69.3%,"11:35 ET"
FFIV,"F5 Networks Inc",190.76,-0.56,-0.29%,892,47.1%,52.9%,"11:35 ET"
SUPN,"Supernus Pharm",48.7,0.85,+1.78%,890,68.9%,31.1%,"11:36 ET"
MUX,"Mcewen Mining Inc",1.92,-0.03,-1.54%,890,98.7%,1.3%,"11:34 ET"
PEP,"Pepsico Inc",113.4,-0.16999999999999,-0.15%,883,78.5%,21.5%,"11:36 ET"
GDEN,"Golden Entmt",23.95,0.36,+1.53%,882,40.9%,59.1%,"11:35 ET"
JNPR,"Juniper Networks",27.58,-0.050000000000001,-0.18%,881,63.5%,36.5%,"11:36 ET"
RCL,"Royal Caribbean Cruises Ltd",122.7,-1.22,-0.98%,878,26.0%,74.0%,"11:36 ET"
GME,"Gamestop Corp",16.58,0.58,+3.62%,877,94.4%,5.6%,"11:35 ET"
AKAO,"Achaogen Inc",4.78,-0.04,-0.83%,877,79.9%,20.1%,"11:36 ET"
WIX,"Wix.Com Ltd",113.4,1.75,+1.57%,874,54.9%,45.1%,"11:30 ET"
NBIX,"Neurocrine Bioscienc",119.71,1.17,+0.99%,872,67.0%,33.0%,"11:31 ET"
WY,"Weyerhaeuser Company",34.08,-0.030000000000001,-0.09%,867,61.1%,38.9%,"11:35 ET"
GNRC,"Generac Holdings Inc",59.68,0.85,+1.44%,862,96.3%,3.7%,"11:35 ET"
YRD,"Yirendai Ltd",17.23,-0.66,-3.69%,857,24.0%,76.0%,"11:31 ET"
AXTI,"Axt Inc",7.25,-0.1,-1.36%,852,98.7%,1.3%,"11:34 ET"
FBHS,"Fortune Brands Home & Security",55.22,0.27,+0.49%,846,27.8%,72.2%,"11:35 ET"
INSG,"Novatel Wireless",3.89,0.03,+0.78%,846,96.2%,3.8%,"11:32 ET"
GRMN,"Garmin Ltd",68.14,0.11,+0.16%,841,59.3%,40.7%,"11:33 ET"
DDS,Dillard's,75.81,0.61,+0.81%,841,32.6%,67.4%,"11:36 ET"
WERN,"Werner Enterprise",39.65,-1,-2.46%,839,85.7%,14.3%,"11:34 ET"
BIG,"Big Lots",43.63,-0.37,-0.84%,835,46.6%,53.4%,"11:35 ET"
PBYI,"Puma Biotechnology",47.25,-0.6,-1.25%,833,63.1%,36.9%,"11:34 ET"
IMMU,"Immunomedics Inc",24.68,-0.039999999999999,-0.16%,833,90.5%,9.5%,"11:36 ET"
ICHR,"Ichor Holdings Ltd.",22.01,-0.39,-1.74%,832,67.2%,32.8%,"11:34 ET"
ADAP,"Adaptimmune Ther Ads",10.98,0.12,+1.10%,831,84.8%,15.2%,"11:32 ET"
TGP,"Teekay Lng Partners LP",15,0,0.00%,815,66.9%,33.1%,"11:19 ET"
CTRL,"Control4 Corp",35.98,-0.040000000000006,-0.11%,815,85.5%,14.5%,"11:24 ET"
AYI,"Acuity Brands Inc",156.55,1.6,+1.03%,812,66.5%,33.5%,"11:30 ET"
BHGE,"Baker Hughes A Ge Co. Cl. A",32.43,0.5,+1.57%,808,73.1%,26.9%,"11:36 ET"
DSW,"DSW Inc",32.07,-0.13,-0.41%,806,47.3%,52.7%,"11:34 ET"
UVE,"Universal Insurance Holdings Inc",44.75,0.15,+0.34%,803,22.4%,77.6%,"11:30 ET"
CPG,"Crescent Pt Energy",5.51,0.069999999999999,+1.29%,797,54.3%,45.7%,"11:35 ET"
CCI,"Crown Castle International Corp",112.23,-0.39999999999999,-0.36%,796,57.7%,42.3%,"11:36 ET"
AHL,"Aspen Insurance Holdings",40.85,-0.1,-0.24%,795,19.9%,80.1%,"11:20 ET"
SRE,"Sempra Energy",117.07,-0.53,-0.45%,784,45.2%,54.8%,"11:36 ET"
USCR,"U S Concrete Inc",46.1,0.5,+1.10%,784,72.7%,27.3%,"11:31 ET"
GDDY,"Godaddy Inc",82.42,0.81,+0.99%,782,80.7%,19.3%,"11:35 ET"
KNOP,"Knot Offshore Partners LP",22.24,-0.21,-0.94%,780,67.4%,32.6%,"11:21 ET"
BOOT,"Boot Barn Holdings Inc",31.08,0.33,+1.07%,778,81.5%,18.5%,"11:35 ET"
CPRT,"Copart Inc",66.07,0.16,+0.24%,771,83.8%,16.2%,"11:36 ET"
ABMD,"Abiomed Inc",392.53,3.95,+1.02%,771,57.1%,42.9%,"11:30 ET"
BDSI,"Biodelivery Sci Intl",2.88,0.03,+1.05%,770,100.0%,0.0%,"11:21 ET"
WPX,"Wpx Energy Inc",17.81,0.52,+3.01%,767,84.2%,15.8%,"11:36 ET"
JCI,"Johnson Controls Intl",37.72,-0.68,-1.77%,767,56.2%,43.8%,"11:36 ET"
EGAN,"Egain Corp",8.05,-0.049999999999999,-0.62%,767,79.4%,20.6%,"11:30 ET"
SVU,"Supervalu Inc",32.29,0.049999999999997,+0.16%,765,98.3%,1.7%,"11:31 ET"
SSYS,"Stratasys Ltd",22.95,-0.19,-0.82%,760,62.2%,37.8%,"11:20 ET"
BDX,"Becton Dickinson and Company",254.17,-0.40000000000001,-0.16%,757,38.0%,62.0%,"11:36 ET"
RVLT,"Revolution Lgt Tc",2.98,0,0.00%,755,7.3%,92.7%,"11:21 ET"
SHW,"Sherwin-Williams Company",464.83,-2.18,-0.47%,753,38.4%,61.6%,"11:35 ET"
GPS,"Gap Inc",28.64,-0.26,-0.90%,749,79.2%,20.8%,"11:36 ET"
ALKS,"Alkermes Plc",40.03,-0.060000000000002,-0.15%,745,56.6%,43.4%,"11:36 ET"
CAH,"Cardinal Health",52.21,-0.67,-1.27%,741,59.2%,40.8%,"11:35 ET"
WATT,"Energous Corp",11.52,0.049999999999999,+0.44%,741,63.0%,37.0%,"11:34 ET"
EXPR,"Express Inc",10.49,-0.029999999999999,-0.29%,736,32.5%,67.5%,"11:34 ET"
PLNT,"Planet Fitness",50.62,-0.13,-0.26%,736,76.5%,23.5%,"11:31 ET"
SAM,"Boston Beer Company",318.8,5.1,+1.63%,734,46.5%,53.5%,"11:30 ET"
MHLD,"Maiden Holdings Ltd",2.25,-0.3,-11.76%,733,33.0%,67.0%,"11:34 ET"
TS,"Tenaris S.A.",31.26,0.42,+1.36%,732,7.2%,92.8%,"11:36 ET"
AGEN,"Agenus Inc",1.93,-0.05,-2.53%,732,90.2%,9.8%,"11:28 ET"
RH,"Restoration Hardware Holdings",123.06,-2.94,-2.33%,730,94.4%,5.6%,"11:35 ET"
CNQ,"Canadian Natural Resources",31.86,-0.56,-1.73%,730,51.2%,48.8%,"11:36 ET"
SRNE,"Sorrento Therpt",5.45,-0.05,-0.91%,723,84.2%,15.8%,"11:23 ET"
